"group_id","artifact_id","desc","tags"
"com.nablarch.dev","nablarch-test-support","Nablarch Test Support","support=testing"
"org.ektorp","org.ektorp","a Java CouchDB persistence library","couchdb=client"
"org.activecomponents.jadex","jadex-xml","Jadex XML is an XML data binding framework for Java and also for other representations. The main idea of Jadex XML is that neither the XML-Schema on the one side nor the Java classes on the other side should define other binding. Instead, a separate mapping between both is used as a mediation. This allows designing the XML representation independent of the Java side but still being able to connect both as desired.This idea was first put forward by the JiBX data binding framework. Jadex XML pushes it ...","xml"
"org.activecomponents.jadex","jadex-bridge","Jadex bridge is a base package for kernels and platforms, i.e. it is used by both and provides commonly used interfaces and classes for active components and their management.","bridge"
"nl.big-o","liqp","A Java implementation of the Liquid templating engine backed up by an ANTLR grammar.",""
"org.typelevel","discipline_sjs0.6_2.12","discipline",""
"com.liferay","com.liferay.portal.dao.orm.custom.sql","Liferay Portal DAO ORM Custom SQL","persistence=sql=dao=portal=orm"
"com.github.julien-truffaut","monocle-macro_2.11","macros","github=macro"
"org.mybatis.spring.boot","mybatis-spring-boot-starter","MyBatis Spring Boot Starter","spring=persistence=starter"
"io.vavr","vavr","Vavr is an object-functional library for Java 8+","io=functional"
"com.github.nscala-time","nscala-time_2.12","nscala-time","github=time=date"
"com.github.akurilov","java-commons","Common functionality Java library","github"
"io.vertx","vertx-redis-client","Vert.x Redis Client","database=vertx=client=io=redis"
"com.twitter","inject-core_2.12","inject-core","dependency-injection=twitter"
"org.http4s","http4s-blaze-server_2.12","blaze implementation for http4s servers","server=http"
"org.apereo.cas","cas-server-core-audit-api","cas-server-core-audit-api","server=api"
"org.eclipse.neoscada.core","org.eclipse.scada.da.core.server","Eclipse SCADA DA Core Server (Incubation)","server=eclipse"
"org.http4s","http4s-blaze-server_2.10","blaze implementation for http4s servers","server=http"
"org.http4s","http4s-blaze-client_2.10","blaze implementation for http4s clients","client=http"
"com.github.ldaniels528","scalajs-nodejs-stream_sjs0.6_2.11","NodeJS/stream binding for Scala.js","github=scala=scalajs=streaming"
"de.dentrassi.eclipse.neoscada.utils","org.eclipse.scada.utils.stats","Eclipse SCADA Statistic Information (Incubation)","stats=eclipse"
"org.eclipse.neoscada.core","org.eclipse.scada.core.subscription","Eclipse SCADA Core Subscription (Incubation)","eclipse"
"org.eclipse.neoscada.core","org.eclipse.scada.ca","Eclipse SCADA Configuration Admin Plug-in (Incubation)","eclipse"
"org.typelevel","cats-laws_sjs0.6_2.12","Cats laws",""
"org.typelevel","cats_2.12","catsJVM","functional"
"com.github.ldaniels528","scalajs-angularjs-core_sjs0.6_2.11","AngularJS/core binding for Scala.js","github=scalajs=angular=scala=angularjs"
"de.dentrassi.eclipse.neoscada.hmi","org.eclipse.scada.da.ui.connection","Eclipse SCADA DA Connection UI (Incubation)","eclipse=ui=connection"
"de.dentrassi.eclipse.neoscada.ide","org.eclipse.scada.configuration.script.edit","Script Edit Support (Incubation)","eclipse=ide=config=scripting"
"org.eclipse.neoscada.utils","org.eclipse.scada.utils.core.runtime","Utilities to the Eclipse Core Runtime System","eclipse=runtime"
"de.wayofquality.blended","blended.domino_2.12","Blended Domino extension for new Capsule scopes",""
"de.wayofquality.blended","blended.testsupport.pojosr_2.12","A simple pojo based test container that can be used in unit testing",""
"org.eclipse.mylyn.context","core","Mylyn Context Core","eclipse"
"fop","fop","FOP",""
"org.eclipse.jetty","jetty-rewrite","Jetty Rewrite Handler","eclipse=webserver=server=jetty"
"org.python","jython","Jython is an implementation of the high-level, dynamic, object-orientedlanguage Python written in 100% Pure Java, and seamlessly integrated withthe Java platform. It thus allows you to run Python on any Java platform.","python"
"excalibur-pool","excalibur-pool-api","Excalibur Pool API","pooling=api"
"geronimo","geronimo-security-builder","Geronimo Security","security=builder"
"javax","wsdl","WSDL4J","service=javax=specs=standard"
"springframework","spring-mock","Spring Mock","spring=mock"
"commons-attributes","commons-attributes-api","A precompiler for java that enables the use of attributes as seen in C#.","api"
"com.hp.hpl.jena","jena","Jena is a Java framework for building Semantic Web applications. It provides a programmatic environment for RDF, RDFS and OWL, SPARQL and includes a rule-based inference engine.","rdf=semantic"
"springframework","spring","Spring","spring"
"exo","exoplatform.services.portlet-container.api","EXo Portlet Container Service API","service=portlet=container=api"
"org.acegisecurity","acegi-security","Acegi Security Core","security"
"org.apache.felix","org.apache.felix.eventadmin","This bundle provides an implementation of the OSGi R7 EventAdmin service.","apache=osgi"
"nanocontainer","nanocontainer","NanoContainer",""
"org.jboss.spec","jboss-javaee-6.0","Dependency Management for Java EE 6 Specification APIs","javaee=jboss"
"com.belerweb","pinyin4j","Support Chinese character (both Simplified and Tranditional) to most popular Pinyin systems, including Hanyu Pinyin, Tongyong Pinyin, Wade-Giles, MPS2, Yale and Gwoyeu Romatzyh. Support multiple pronounciations and customized output.",""
"org.jolokia","jolokia-core","jar file containing servlet and helper classes",""
"net.liftweb","lift-webkit_2.9.1","Webkit Library","web-framework=scala=web=framework"
"org.openrdf.sesame","sesame-repository-sail","Repository that uses a Sail stack.","repository"
"org.eclipse.jetty","jetty-jsp-2.1","Additions to Jasper implementation from Glassfish","server=eclipse=webserver=jsp=jetty"
"org.apache.tomcat.embed","tomcat-embed-websocket","Core Tomcat implementation","embedded=server=websocket=webserver=apache=tomcat"
"org.apache.felix","org.apache.felix.gogo.runtime","Apache Felix Gogo Runtime","apache=runtime=osgi"
"net.sourceforge.serp","serp","Serp is an open source framework for manipulating Java bytecode.","bytecode"
"com.twitter","util-stats_2.11","util-stats","stats=twitter"
"com.twitter","scrooge-core_2.11","scrooge-core","twitter"
"com.googlecode.libphonenumber","libphonenumber","Libphonenumber",""
"com.twitter","finagle-thrift_2.9.2","finagle-thrift","communication=serialization=finagle=distributed=thrift=twitter=remoting=protocol"
"org.springframework.batch","spring-batch-core","Spring Batch Core","spring=batch"
"jtidy","jtidy","JTidy is a Java port of HTML Tidy, a HTML syntax checker and pretty printer. Like its non-Java cousin, JTidy can be used as a tool for cleaning up malformed and faulty HTML. In addition, JTidy provides a DOM parser for real-world HTML.",""
"javax.jms","jms","The Java Message Service (JMS) API is a messaging standard that allows application components based on the Java 2 Platform, Enterprise Edition (J2EE) to create, send, receive, and read messages. It enables distributed communication that is loosely coupled, reliable, and asynchronous.","jms=standard=queue=javax=client=message=specs"
"org.eclipse.jetty","apache-jstl","Apache :: JSTL Module","server=eclipse=webserver=apache=jetty"
"com.sun.xml.messaging.saaj","saaj-impl","Implementation of Jakarta SOAP with Attachments Specification","messaging=xml"
"org.apache.tomcat","tomcat-jasper-el","Jasper Expression Language Impl","apache=webserver=server=tomcat"
"net.javacrumbs.json-unit","json-unit-fluent","JSON Assertions inspired by FEST and AssertJ.","json=fluent"
"org.jboss.xnio","xnio-api","The API JAR of the XNIO project","jboss=api"
"org.kohsuke.metainf-services","metainf-services","Annotation-driven META-INF/services auto-generation","service"
"org.apache.directory.server","apacheds-server-jndi","The JNDI provider which launches the core and associated networkservices: Changepw, Kerberos, LDAP, and NTP if all are configured.By default only LDAP is configured to startup.","server=apache=jndi=directory"
"org.springframework.boot","spring-boot-starter-jetty","Starter for using Jetty as the embedded servlet container. An alternative to spring-boot-starter-tomcat","server=spring=webserver=jetty=starter"
"org.apache.maven.plugins","maven-dependency-plugin","Provides utility goals to work with dependencies like copying, unpacking, analyzing, resolving and many more.","plugin=build=build-system=maven=apache"
"edu.uiuc.ncsa.myproxy","myproxy-logon","MyProxy Logon",""
"org.simpleframework","simple","Simple is a high performance asynchronous HTTP framework for Java",""
"org.apache.ftpserver","ftpserver-core","Apache FtpServer Core","apache=ftp=network"
"com.pholser","junit-quickcheck-core","Property-based testing, JUnit-style: core functionality","testing=junit"
"com.pholser","junit-quickcheck-generators","Property-based testing, JUnit-style: basic generators","testing=junit=generator"
"org.apache.hbase","hbase-protocol","Protobuf protocol classes used by HBase to communicate.","database=hadoop=apache=hbase=protocol"
"org.apache.sling","org.apache.sling.auth.core","The Sling Authentication Service bundle provides the basicmechanisms to authenticate HTTP requests with a JCR repository.The algorithms for extracting authentication details from therequests is extensible by implementing an AuthenticationHandlerinterface.","authentication=apache"
"org.xmlunit","xmlunit-legacy","XMLUnit 1.x Compatibility Layer",""
"org.allenai.common","common-testkit_2.11","common-testkit","testing"
"org.eclipse","compare","Compare Support","eclipse"
"org.eclipse.team","core","Team Support Core","eclipse"
"org.springframework.security","spring-security-core-tiger","Spring Security Java 5 (Tiger)","security=spring"
"freemarker","freemarker","Freemarker","template"
"org.eclipse.jdt","org.eclipse.jdt.core","Java Development Tools Core","eclipse"
"org.mortbay.jetty","jetty-management","Jetty JMX","management=webserver=server=jetty"
"org.apache.axis2","axis2-transport-http","This inclues all the available transports in Axis2","webservice=transport=apache=http"
"org.apache.axis2","axis2-transport-local","This inclues all the available transports in Axis2","webservice=transport=apache"
"org.jboss.errai","errai-cdi-client","Errai::CDI::Client","jboss=client"
"org.jboss.errai","errai-cdi-jetty","Errai::CDI::Jetty","jboss=webserver=server=jetty"
"org.dnsjava","dnsjava","DNSJAVA Pom","dns=network"
"org.opensaml","opensaml-saml-impl","SAML Provider Implementations",""
"org.eclipse.jdt","org.eclipse.jdt.annotation","JDT Annotations for Enhanced Null Analysis","eclipse=annotations"
"org.powermock","powermock-api-support","PowerMock API Utility classes.","mock=api=support"
"org.apache.xmlgraphics","batik-svg-dom","Batik SVG DOM implementation","svg=dom=graphics=apache"
"org.apache.xmlgraphics","batik-gvt","Batik Graphics Vector Tree (GVT)","graphics=svg=apache"
"org.apache.xmlgraphics","batik-svggen","Batik Java2D SVG generator","graphics=svg=apache"
"cglib","cglib-full","CGLib Full","bytecode"
"net.sf.jung","jung-visualization","Core visualization support for the JUNG project","visualization"
"org.ops4j.pax.exam","pax-exam-container-default","OPS4J Pax Exam Default Container (Pax Runner)","container"
"org.ops4j.pax.exam","pax-exam-junit","OPS4J Pax Exam JUnit Support","testing=junit"
"org.apache.camel","camel-mail","Camel Mail support","apache=mail=camel"
"com.google.apis","google-api-services-storage","Cloud Storage JSON API V1 Rev171 1.25.0","google=service=cloud=storage=api"
"org.mule.modules","commonretrypolicies","The Common Retry Policies is a module containing community built and maintainedimplementations of retry policies.","module=clojure"
"org.glassfish.hk2.external","javax.inject","Injection API (JSR 330) version ${javax.inject.version} repackaged as OSGi bundle","dependency-injection"
"org.eclipse.emf","org.eclipse.emf.ecore","EMF Ecore","eclipse"
"org.eclipse.emf","org.eclipse.emf.ecore.xmi","EMF XML/XMI Persistence","eclipse"
"com.mysema.querydsl","querydsl-sql","SQL support for Querydsl","sql"
"opensymphony","oscache","OSCache is a caching solution that includes a JSP tag libraryand set of classes to perform fine grained dynamic caching ofJSP content, servlet responses or arbitrary objects.","cache"
"org.apache.mesos","mesos","The Apache Mesos Java API jar.","apache=mesos=cluster=managment"
"org.springframework.social","spring-social-core","Foundational module containing the ServiceProvider Connect Framework and Service API invocation support.","spring=social"
"com.tinkerpop.gremlin","gremlin-groovy","Gremlin Groovy: Gremlin For The Groovy Language","graph=groovy=query=language"
"org.apache.hive","hive-jdbc","Hive JDBC","jdbc=sql=apache=hadoop"
"org.jboss.errai","errai-bus","Errai Bus","jboss"
"org.jboss.errai","errai-ioc","Errai::IOC","jboss"
"org.ops4j.pax.url","pax-url-reference","OPS4J Pax Url - reference: protocol handler","reference=url"
"com.twitter","algebird-core_2.10","algebird-core","twitter=math"
"com.google.code.findbugs","findbugs-annotations","Annotation defined by the FindBugs tool","google=annotations=analysis"
"org.apache.lucene","lucene-facet","Package for Faceted Indexing and Search","index=lucene=apache"
"com.sun.xml.ws","jaxws-rt","JAX-WS Runtime with module descriptor","webservice=xml"
"org.realityforge.guiceyloops","guiceyloops","GuiceyLoops: Guice EE testing support",""
"org.netbeans.api","org-netbeans-modules-projectuiapi","NetBeans Modules Projectuiapi","module=api=ide=netbeans"
"org.fuin","units4j","A home for additional useful unit testing modules for Java.",""
"org.apache.storm","storm-core","Storm Core Java API and Clojure implementation.","apache=distributed=stream=processing"
"org.springframework.boot","spring-boot-starter-thymeleaf","Starter for building MVC web applications using Thymeleaf views","spring=starter"
"batik","batik-rasterizer","Batik SVG Rasterizer","graphics=svg"
"com.oracle","ojdbc14","Oracle JDBC driver classes for use with JDK1.4",""
"org.cassandraunit","cassandra-unit","Test framework to develop with Cassandra","cassandra=database=testing"
"org.quartz-scheduler","quartz-jobs","Quartz utility jobs","scheduling"
"org.apache.camel","camel-test-spring","Camel unit testing with Spring","testing=spring=apache=camel"
"com.frugalmechanic","scala-optparse_2.11","Command line option parsing for Scala","scala=cli=parser"
"com.twitter","bijection-core_2.10","bijection-core","twitter"
"org.springframework.plugin","spring-plugin-core","Core plugin infrastructure","plugin=spring"
"io.searchbox","jest","ElasticSearch Java REST client - Apache HTTP Client package","io=elasticsearch=search=client"
"org.apache.xmlgraphics","batik-codec","Batik image codecs","graphics=svg=apache=codec"
"org.apache.flink","flink-shaded-hadoop2","Flink Shaded Hadoop2","hadoop=apache"
"org.eclipse.paho","org.eclipse.paho.client.mqttv3","Eclipse Paho Client Mqttv3","eclipse=client=plugin"
"org.springframework.security","spring-security-test","spring-security-test","testing=security=spring"
"org.apache.hadoop","hadoop-mapreduce-client-shuffle","Apache Hadoop MapReduce Shuffle","mapreduce=hadoop=apache=client=parallel"
"cascading","cascading-core","An API for data management, analytics, and machine learning on parallel computing clusters.",""
"com.twitter","chill-java","chill-java","twitter=serialization"
"com.squareup.okhttp","okhttp-urlconnection","OkHttp URLConnection","connection=url=http=client"
"org.apache.spark","spark-catalyst_2.10","Spark Project Catalyst","spark=apache"
"io.dropwizard","dropwizard-assets","Dropwizard Asset Bundle","io"
"com.squareup.retrofit2","converter-jackson","A Retrofit Converter which uses Jackson for serialization.",""
"org.jgrapht","jgrapht-core","JGraphT Core",""
"org.jasig.cas","cas-server-core-logout","cas-server-core-logout","server"
"org.webjars.npm","lodash","WebJar for lodash","web=assets"
"org.webjars.npm","minimatch","WebJar for minimatch","web=assets"
"com.google.dagger","dagger","A fast dependency injector for Android and Java.","google=dependency-injection"
"com.aol.microservices","micro-core","Opinionated rest microservices","microservices"
"org.hobsoft.hamcrest","hamcrest-compose","Hamcrest Compose","matching"
"com.github.mpilquist","simulacrum_2.10","core","github"
"com.twitter","algebird-core_2.11","algebird-core","twitter=math"
"org.webjars.npm","concat-stream","WebJar for concat-stream","web=streaming=assets"
"org.scala-sbt","io_2.11","IO module for sbt","build=build-system=sbt=scala=io"
"org.unprotocols","coss","COSS lifecycle annotations",""
"com.soywiz","korau","Korau: Kotlin cORoutines AUdio",""
"com.soywiz","korge-core","korge: Kotlin cORoutines Game Engine",""
"com.soywiz","korio","Korio: Kotlin cORoutines I/O : Streams + Async TCP Client/Server + Virtual File System for JVM, Node.JS and Browser",""
"com.soywiz","korag","korag: Kotlin cORoutines Accelerated Graphics",""
"com.github.julien-truffaut","monocle-core_2.12","core","github=optics=functional"
"com.amazonaws","aws-lambda-java-core","Minimal set of interface definitions for Java support in AWS Lambda","amazon=aws=lambda"
"org.apache.flink","flink-tests_2.10","Flink Tests","testing=apache"
"org.scala-js","scalajs-dom_sjs0.6_2.12","Scala.js DOM","scala=scalajs=dom"
"org.apache.logging.log4j","log4j-to-slf4j","The Apache Log4j binding between Log4j 2 API and SLF4J.","logging=apache=slf4j=bridge"
"io.confluent","kafka-schema-registry-client","Kafka Schema Registry Client","registry=streaming=kafka=schema=client=io"
"org.apereo.cas","cas-server-core-api-util","cas-server-core-api-util","server=api"
"com.lihaoyi","ammonite-util_2.12","ammonite-util",""
"com.lihaoyi","ammonite-runtime_2.12","ammonite-runtime","runtime"
"org.apereo.cas","cas-server-support-saml-core","cas-server-support-saml-core","support=server"
"org.scala-sbt","io_2.12","IO module for sbt","build=build-system=sbt=scala=io"
"com.github.chen0040","java-data-frame","Some common patterns of data frame in Java","github=data"
"org.glassfish.jersey.inject","jersey-hk2","HK2 InjectionManager implementation","dependency-injection=webservice"
"com.typesafe.play","play-specs2_2.12","Play-Specs2","typesafe=specs=testing=play-framework"
"com.liferay","com.liferay.item.selector.api","Liferay Item Selector API","api"
"org.apache.kafka","kafka-streams","Apache Kafka","kafka=streaming=apache"
"com.liferay","com.liferay.petra.lang","Liferay Petra Lang",""
"org.bitbucket.pshirshov.izumitk","commons-config_2.12","commons-config","config"
"org.bitbucket.pshirshov.izumitk","commons-util_2.12","commons-util",""
"org.bitbucket.pshirshov.izumitk","commons-model_2.12","commons-model","model"
"org.apereo.cas","cas-server-support-oauth-services","cas-server-support-oauth-services","support=server=service=authentication=oauth"
"io.cucumber","cucumber-core","Cucumber JVM: Core","io"
"io.circe","circe-generic_sjs0.6_2.12","circe generic","io"
"org.http4s","http4s-circe_2.12","Provides Circe codecs for http4s","http"
"org.eclipse.neoscada.core","org.eclipse.scada.core.server.common","Eclipse SCADA Core Server Common (Incubation)","server=eclipse"
"org.eclipse.neoscada.ide","org.eclipse.scada.configuration.item","Item Model (Incubation)","eclipse=ide=config"
"org.apereo.cas","cas-server-support-mongo-core","cas-server-support-mongo-core","support=server=mongodb"
"com.spotify","scio-core_2.12","Scio - A Scala API for Apache Beam and Google Cloud Dataflow",""
"de.dentrassi.eclipse.neoscada.core","org.eclipse.scada.ca.data","Eclipse SCADA NextGenerationProtocol CA Data Classes (Incubation)","data=eclipse"
"io.amient.affinity","api","Library for building fast, scalable, fault-tolerant Data APIs based on Akka, ZooKeeper and Kafka.","io=api"
"com.twitter","scalding-core_2.12","scalding-core","twitter=distributed=computing"
"de.dentrassi.eclipse.neoscada.core","org.eclipse.scada.hd","Eclipse SCADA Historical Data (Incubation)","eclipse"
"io.catbird","catbird-util_2.12","util","io"
"de.dentrassi.eclipse.neoscada.hmi","org.eclipse.scada.sec.ui","Eclipse SCADA Security UI (Incubation)","eclipse=ui"
"org.netbeans.api","org-netbeans-modules-projectuiapi-base","NetBeans Modules Projectuiapi Base","module=api=ide=netbeans"
"io.circe","circe-generic-extras_2.12","genericExtras","io"
"org.scalatest","scalatest_2.13.0-M4","scalatest","scala=testing"
"org.jetbrains.kotlinx","kotlinx-coroutines-jdk8","Coroutines support libraries for Kotlin",""
"asm","asm-attrs","ASM Atributes","bytecode"
"asm","asm-tree","ASM Tree","bytecode=tree"
"javax.jdo","jdo2-api","The Java Data Objects 2 (JDO) API is a standard interface-basedJava model abstraction of persistence, developed as Java SpecificationRequest 243 under the auspices of the Java Community Process.","api=javax=specs=standard"
"org.eclipse.mylyn.tasks","ui","Mylyn Tasks UI","eclipse=ui"
"org.apache.cxf","cxf-common-utilities","Apache CXF Common Utilities","apache"
"org.springframework","spring-instrument","Spring Instrument","spring=instrumentation=bytecode"
"org.apache.maven.doxia","doxia-module-xdoc","A Doxia module for Xdoc source documents.Xdoc format is supported both as source and target formats.","module=build=build-system=maven=apache"
"org.eclipse.wst.xml","ui","XML UI Plugin","eclipse=ui=xml"
"de.huxhorn.sulky","de.huxhorn.sulky.io","This file is part of the sulky modules. It's supposed to contain classes I'd like to see in commons-io. At the moment it only contains a TimeoutOutputStream that throws an IOException if a certain timeout is exceeded.","io"
"geronimo","geronimo-naming-builder","Geronimo Naming Builder","naming=builder"
"org.eclipse.wst.ws","parser","Web Services Description Parser","parser=eclipse"
"exo","exoplatform.services.backup.api","EXo Import/export Service API","service=api"
"exo","exoplatform.services.resources.impl","eXo resources Service impl","service=resource"
"springframework","spring-context","Spring Context","spring"
"org.hibernate","hibernate-validator-cdi","Hibernate Validator CDI Portable Extension Relocation Artifact","validation=hibernate=persistence"
"geronimo-spec","geronimo-spec-j2ee-deployment","Geronimo Spec J2EE Deployment","deployment"
"org.eclipse.ltk.core","refactoring","Refactoring Core","eclipse"
"org.apache.geronimo.specs","geronimo-jta_1.0.1B_spec","JTA 1.0.1B","apache=transaction=specs"
"org.apache.maven.scm","maven-scm-provider-svnexe","Executable library for SCM SVN Provider.","provider=scm=build=build-system=subversion=version-control=maven=apache=svn"
"io.takari.maven.plugins","takari-plugin-testing","Takari Plugin Testing","plugin=build=build-system=testing=maven=io"
"org.glassfish.web","jstl-impl","JavaServer Pages (TM) TagLib Implementation","web=jsp=taglib"
"io.kamon","kamon-core_2.11","kamon-core","io"
"org.apache.tomcat","servlet-api","javax.servlet package","server=servlet=webserver=apache=tomcat=api"
"org.apache.hadoop","hadoop-test","Hadoop Test","testing=hadoop=apache"
"org.ops4j.pax.exam","pax-exam-inject","OPS4J Pax Exam Injection","dependency-injection"
"org.apache.tomcat.embed","tomcat-embed-logging-log4j","log4j logging implementation for embedded Tomcat","embedded=logging=server=webserver=apache=tomcat"
"org.apache.felix","org.apache.felix.metatype","Implementation of the OSGi Metatype Service Specification 1.4","apache=osgi"
"org.apache.felix","org.apache.felix.webconsole","Web Based Management Console for OSGi Frameworks. Seehttp://felix.apache.org/site/apache-felix-web-console.html for moreinformation on this bundle.","apache=osgi"
"com.twitter","finagle-thrift_2.11","finagle-thrift","communication=serialization=finagle=distributed=thrift=twitter=remoting=protocol"
"org.springframework.batch","spring-batch-infrastructure","Spring Batch Infrastructure","spring=batch"
"org.apache.ibatis","ibatis-sqlmap","Ibatis Sqlmap","apache"
"org.apache.activemq","apollo-broker","A reliable messaging server.","jms=queue=broker=apache=message"
"org.eclipse.jetty.websocket","websocket-api","Jetty :: Websocket :: API","server=eclipse=websocket=webserver=api=jetty"
"org.fabric3","fabric3-spi","Fabric3","interface"
"org.fabric3","fabric3-util","Fabric3",""
"org.apache.cxf","cxf-bundle","Apache CXF Bundle Jar","bundle=apache"
"com.twitter","scalding-core_2.10","scalding-core","twitter=distributed=computing"
"mx4j","mx4j-remote","MX4J Remote","remote=jmx=management"
"net.oauth.core","oauth","OAuth Core","authentication=oauth"
"org.jboss.marshalling","jboss-marshalling","JBoss Marshalling API","jboss"
"org.jboss.modules","jboss-modules","JBoss Modules","jboss=module"
"org.jboss.marshalling","jboss-marshalling-river","JBoss Marshalling River Implementation","jboss"
"org.apache.directory.server","apacheds-i18n","Internationalization of errors and other messages","i18n=server=apache=directory"
"org.apache.directory.server","apacheds-interceptor-kerberos","Interceptors used by the ApacheDS kerberos service.","server=apache=directory"
"org.apache.tiles","tiles-core","Tiles Core Library, including basic implementation of the APIs.","apache"
"com.typesafe.akka","akka-contrib_2.11","This subproject provides a home to modules contributed by external developers which may or may not move into the officially supported code base over time. A module in this subproject doesn't have to obey the rule of staying binary compatible between minor releases. Breaking API changes may be introduced in minor releases without notice as we refine and simplify based on your feedback. A module may be dropped in any release without prior deprecation. The Lightbend subscription does not cover support for ...","actor=akka=distributed=concurrency=typesafe"
"org.apache.lucene","lucene-snowball","Snowball Analyzers","index=lucene=apache"
"org.ops4j.pax.logging","pax-logging-api","Pax Logging API Library is a collection of logging APIs from different libraries/facades.It supports SLF4J, Commons Logging, JULI Logging, Log4J1 API, Log4J2 API, JBoss Logging and Avalon APIs.Additionally, Pax Logging specific library is available as backend implementation with its specific configuration mechanisms,but it's not required.","logging=api"
"org.jboss","jboss-vfs","A VFS library","jboss=io=vfs"
"org.clapper","grizzled-slf4j_2.11","A Scala-friendly wrapper for the SLF4J logging framework","logging=slf4j"
"org.apache.jackrabbit","oak-core","Oak Core","apache=cms"
"com.tinkerpop.gremlin","gremlin-java","Gremlin Java: Gremlin For The Java Language","graph=query=language"
"net.iharder","base64","A Java class providing very fast Base64 encoding and decodingin the form of convenience methods and input/output streams.","base64=encoding"
"activemq","activemq-core","ActiveMQ is an open source message broker and JMS 1.1 provider","jms=queue"
"org.eclipse.xtend","org.eclipse.xtend.lib","The runtime library for the Xtend programming language.","eclipse=library=language=runtime"
"org.xmlunit","xmlunit-core","XMLUnit for Java",""
"org.neo4j.app","neo4j-server","Neo4j web server.","server=neo4j=database=graph"
"org.openrdf.sesame","sesame-rio-api","Rio API.","api"
"org.openrdf.sesame","sesame-rio-trix","Rio parser and writer implementation for the TriX file format.",""
"com.github.jsonld-java","jsonld-java","Json-LD core implementation","github=json"
"com.thimbleware.jmemcached","jmemcached-core","Core implementation of the cache daemon","cache"
"de.sciss","submin","Submin",""
"com.typesafe.akka","akka-persistence-tck_2.11","Akka is a toolkit for building highly concurrent, distributed, and resilient message-driven applications for Java and Scala.","actor=persistence=akka=distributed=concurrency=typesafe"
"org.jboss.errai","errai-javax-enterprise","Errai::CDI::EE6 API Overrides","jboss"
"org.jboss.errai","errai-weld-integration","Errai::CDI::Weld Integration","integration=jboss"
"org.eclipse.jetty.http2","http2-server","Jetty :: HTTP2 :: Server","server=eclipse=webserver=jetty=http"
"com.sksamuel.scruffy","scruffy-http_2.11","scruffy-http","http"
"net.shibboleth.idp","idp-profile-spring","Profile Spring Integration","spring"
"jcifs","jcifs","JCIFS is an Open Source client library that implements the CIFS/SMB networking protocol in 100% Java",""
"com.jcraft","jsch.agentproxy.jsch","A Library to Use JSch Agent Proxy with JSch",""
"org.apache.xmlgraphics","batik-anim","Batik animation engine","graphics=svg=apache"
"org.apache.xmlgraphics","batik-parser","Batik SVG microsyntax parser","parser=graphics=svg=apache"
"org.eclipse.jetty","jetty-alpn-server","Jetty :: ALPN :: Server","server=eclipse=webserver=jetty"
"geronimo-spec","geronimo-spec-j2ee-management","Geronimo Spec J2EE Management","management"
"com.github.detro","phantomjsdriver","PhantomJSDriver is a Java binding for the PhantomJS WebDriver, GhostDriver.The binding is developed within the GhostDriver project, and distributed through public Maven repositoryand Selenium official .zip package.","github=browser=automation"
"org.javers","javers-core","JaVers - object auditing and diff framework for Java",""
"org.springframework.ws","spring-xml","Spring XML","spring=xml"
"org.mule.modules","mule-module-jersey","A module for Jersey, the JAX-RS RI.","module=webservice"
"com.wordnik","swagger-jaxrs_2.10","Swagger JAXRS","api=swagger=rest=jaxrs"
"org.jboss.resteasy","resteasy-cdi","RESTEasy CDI Integration Module","jboss"
"org.eclipse.jdt.debug","ui","JDI Debug UI","eclipse=debug=ui"
"com.twitter","summingbird-core_2.10","summingbird-core","twitter"
"org.apache.openwebbeans","openwebbeans-impl","Apache OpenWebBeans Implementation core module","apache"
"com.android.support","support-annotations","The Support Library is a static library that you can add to your Android application in order to use APIs that are either not available for older platform versions or utility APIs that aren't a part of the framework APIs.","support=annotations=android"
"org.scribe","scribe","The best OAuth library out there","oauth=authentication"
"com.orientechnologies","orientdb-core","OrientDB Core","orientdb"
"org.springframework.amqp","spring-rabbit","Spring RabbitMQ Support","queue=amqp=spring=client=message"
"org.typelevel","scala-library","Standard library for the Scala Programming Language","library=scala"
"org.scalikejdbc","scalikejdbc_2.11","scalikejdbc",""
"net.sourceforge.saxon","saxon","Saxon a complete and conformant implementation of the XSLT 2.0, XQuery 1.0, and XPath 2.0 Recommendations published on 23 January 2007 by W3C",""
"com.typesafe.play","play-cache_2.11","Play-Cache","cache=typesafe=play-framework"
"springframework","spring-beans","Spring Beans","spring=beans"
"commons-vfs","commons-vfs","Commons VFS",""
"org.typelevel","cats-core_2.10","Cats core",""
"com.google.gwt.inject","gin","GIN (GWT INjection) brings automatic dependency injection to Google Web Toolkit client-side code. GIN is built on top of Guice and uses (a subset of) Guice's binding language.","gwt=ui=google=dependency-injection"
"com.github.jai-imageio","jai-imageio-core","Java Advanced Imaging Image I/O Tools API core, but without the classesinvolved with javax.media.jai dependencies, JPEG2000 orcodecLibJIIO, meaning that this library can be distributed under themodified BSD license and should be GPL compatible.","github"
"org.scalatra","scalatra-scalatest_2.10","ScalaTest support for the Scalatra test framework","web-framework=scala"
"org.springframework.security","spring-security-jwt","Spring Security JWT is a small utility library for encoding and decoding JSON Web Tokens.It belongs to the family of Spring Security crypto libraries that handle encoding and decoding text asa general, useful thing to be able to do.","security=spring=jwt=json"
"com.vaadin","vaadin-server","Vaadin server","web-framework=gwt=server"
"co.paralleluniverse","quasar-core","Fibers, Channels and Actors for the JVM","actor=concurrency"
